addfriend_dz(uid=305512, domain=dom)
addfriend_dz(uid=295479, domain=dom)
addfriend_dz(uid=295478, domain=dom)
addfriend_dz(uid=295477, domain=dom)
addfriend_dz(uid=295476, domain=dom)
addfriend_dz(uid=295475, domain=dom)
addfriend_dz(uid=295474, domain=dom)
addfriend_dz(uid=295473, domain=dom)
addfriend_dz(uid=295472, domain=dom)
addfriend_dz(uid=295471, domain=dom)
addfriend_dz(uid=295470, domain=dom)
addfriend_dz(uid=295469, domain=dom)
addfriend_dz(uid=295468, domain=dom)
addfriend_dz(uid=295467, domain=dom)
addfriend_dz(uid=295466, domain=dom)
addfriend_dz(uid=295465, domain=dom)
addfriend_dz(uid=295464, domain=dom)
addfriend_dz(uid=295463, domain=dom)
addfriend_dz(uid=295462, domain=dom)
addfriend_dz(uid=295461, domain=dom)
addfriend_dz(uid=295460, domain=dom)
addfriend_dz(uid=295459, domain=dom)
addfriend_dz(uid=295458, domain=dom)
addfriend_dz(uid=295457, domain=dom)
addfriend_dz(uid=295456, domain=dom)
addfriend_dz(uid=295455, domain=dom)
addfriend_dz(uid=295454, domain=dom)
addfriend_dz(uid=295453, domain=dom)
addfriend_dz(uid=295452, domain=dom)
addfriend_dz(uid=295451, domain=dom)
addfriend_dz(uid=295450, domain=dom)
addfriend_dz(uid=295449, domain=dom)
addfriend_dz(uid=295448, domain=dom)
addfriend_dz(uid=295447, domain=dom)
addfriend_dz(uid=295446, domain=dom)
addfriend_dz(uid=295445, domain=dom)
addfriend_dz(uid=295444, domain=dom)
addfriend_dz(uid=295443, domain=dom)
addfriend_dz(uid=295442, domain=dom)
addfriend_dz(uid=295441, domain=dom)
addfriend_dz(uid=295440, domain=dom)
addfriend_dz(uid=295439, domain=dom)
addfriend_dz(uid=295438, domain=dom)
addfriend_dz(uid=295437, domain=dom)
addfriend_dz(uid=295436, domain=dom)
addfriend_dz(uid=295435, domain=dom)
addfriend_dz(uid=295434, domain=dom)
addfriend_dz(uid=295433, domain=dom)
addfriend_dz(uid=295432, domain=dom)
addfriend_dz(uid=295431, domain=dom)
addfriend_dz(uid=295430, domain=dom)
addfriend_dz(uid=295429, domain=dom)
addfriend_dz(uid=295428, domain=dom)
addfriend_dz(uid=295427, domain=dom)
addfriend_dz(uid=295426, domain=dom)
addfriend_dz(uid=295425, domain=dom)
addfriend_dz(uid=295424, domain=dom)
addfriend_dz(uid=295423, domain=dom)
addfriend_dz(uid=295422, domain=dom)
addfriend_dz(uid=295421, domain=dom)
addfriend_dz(uid=295420, domain=dom)
addfriend_dz(uid=295419, domain=dom)
addfriend_dz(uid=295418, domain=dom)
addfriend_dz(uid=295417, domain=dom)
addfriend_dz(uid=295416, domain=dom)
addfriend_dz(uid=295415, domain=dom)
addfriend_dz(uid=295414, domain=dom)
addfriend_dz(uid=295413, domain=dom)
addfriend_dz(uid=295412, domain=dom)
addfriend_dz(uid=295411, domain=dom)
addfriend_dz(uid=295410, domain=dom)
addfriend_dz(uid=295409, domain=dom)
addfriend_dz(uid=295408, domain=dom)
addfriend_dz(uid=295407, domain=dom)
addfriend_dz(uid=295406, domain=dom)
addfriend_dz(uid=295405, domain=dom)
addfriend_dz(uid=295404, domain=dom)
addfriend_dz(uid=295403, domain=dom)
addfriend_dz(uid=295402, domain=dom)
addfriend_dz(uid=295401, domain=dom)
addfriend_dz(uid=295400, domain=dom)
addfriend_dz(uid=295399, domain=dom)
addfriend_dz(uid=295398, domain=dom)
addfriend_dz(uid=295397, domain=dom)
addfriend_dz(uid=295396, domain=dom)
addfriend_dz(uid=295395, domain=dom)
addfriend_dz(uid=295394, domain=dom)
addfriend_dz(uid=295393, domain=dom)
addfriend_dz(uid=295392, domain=dom)
addfriend_dz(uid=295391, domain=dom)
addfriend_dz(uid=295390, domain=dom)
addfriend_dz(uid=295389, domain=dom)
addfriend_dz(uid=295388, domain=dom)
addfriend_dz(uid=295387, domain=dom)
addfriend_dz(uid=295386, domain=dom)
addfriend_dz(uid=295385, domain=dom)
addfriend_dz(uid=295384, domain=dom)
addfriend_dz(uid=295383, domain=dom)
addfriend_dz(uid=295382, domain=dom)
addfriend_dz(uid=295381, domain=dom)
addfriend_dz(uid=295380, domain=dom)
addfriend_dz(uid=295379, domain=dom)
addfriend_dz(uid=295378, domain=dom)
addfriend_dz(uid=295377, domain=dom)
addfriend_dz(uid=295376, domain=dom)
addfriend_dz(uid=295375, domain=dom)
addfriend_dz(uid=295374, domain=dom)
addfriend_dz(uid=295373, domain=dom)
addfriend_dz(uid=295372, domain=dom)
addfriend_dz(uid=295371, domain=dom)
addfriend_dz(uid=295370, domain=dom)
addfriend_dz(uid=295369, domain=dom)
addfriend_dz(uid=295368, domain=dom)
addfriend_dz(uid=295367, domain=dom)
addfriend_dz(uid=295366, domain=dom)
addfriend_dz(uid=295365, domain=dom)
addfriend_dz(uid=295364, domain=dom)
addfriend_dz(uid=295363, domain=dom)
addfriend_dz(uid=295362, domain=dom)
addfriend_dz(uid=295361, domain=dom)
addfriend_dz(uid=295360, domain=dom)
addfriend_dz(uid=295359, domain=dom)
addfriend_dz(uid=295358, domain=dom)
addfriend_dz(uid=295357, domain=dom)
addfriend_dz(uid=295356, domain=dom)
addfriend_dz(uid=295355, domain=dom)
addfriend_dz(uid=295354, domain=dom)
addfriend_dz(uid=295353, domain=dom)
addfriend_dz(uid=295352, domain=dom)
addfriend_dz(uid=295351, domain=dom)
addfriend_dz(uid=295350, domain=dom)
addfriend_dz(uid=295349, domain=dom)
addfriend_dz(uid=295348, domain=dom)
addfriend_dz(uid=295347, domain=dom)
addfriend_dz(uid=295346, domain=dom)
addfriend_dz(uid=295345, domain=dom)
addfriend_dz(uid=295344, domain=dom)
addfriend_dz(uid=295343, domain=dom)
addfriend_dz(uid=295342, domain=dom)
addfriend_dz(uid=295341, domain=dom)
addfriend_dz(uid=295340, domain=dom)
addfriend_dz(uid=295339, domain=dom)
addfriend_dz(uid=295338, domain=dom)
addfriend_dz(uid=295337, domain=dom)
addfriend_dz(uid=295336, domain=dom)
addfriend_dz(uid=295335, domain=dom)
addfriend_dz(uid=295334, domain=dom)
addfriend_dz(uid=295333, domain=dom)
addfriend_dz(uid=295332, domain=dom)
addfriend_dz(uid=295331, domain=dom)
addfriend_dz(uid=295330, domain=dom)
addfriend_dz(uid=295329, domain=dom)
addfriend_dz(uid=295328, domain=dom)
addfriend_dz(uid=295327, domain=dom)
addfriend_dz(uid=295326, domain=dom)
addfriend_dz(uid=295325, domain=dom)
addfriend_dz(uid=295324, domain=dom)
addfriend_dz(uid=295323, domain=dom)
addfriend_dz(uid=295322, domain=dom)
addfriend_dz(uid=295321, domain=dom)
addfriend_dz(uid=295320, domain=dom)
addfriend_dz(uid=295319, domain=dom)
addfriend_dz(uid=295318, domain=dom)
addfriend_dz(uid=295317, domain=dom)
addfriend_dz(uid=295316, domain=dom)
addfriend_dz(uid=295315, domain=dom)
addfriend_dz(uid=295314, domain=dom)
addfriend_dz(uid=295313, domain=dom)
addfriend_dz(uid=295312, domain=dom)
addfriend_dz(uid=295311, domain=dom)
addfriend_dz(uid=295310, domain=dom)
addfriend_dz(uid=295309, domain=dom)
addfriend_dz(uid=295308, domain=dom)
addfriend_dz(uid=295307, domain=dom)
addfriend_dz(uid=295306, domain=dom)
addfriend_dz(uid=295305, domain=dom)
addfriend_dz(uid=295304, domain=dom)
addfriend_dz(uid=295303, domain=dom)
addfriend_dz(uid=295302, domain=dom)
addfriend_dz(uid=295301, domain=dom)
addfriend_dz(uid=295300, domain=dom)
addfriend_dz(uid=295299, domain=dom)
addfriend_dz(uid=295298, domain=dom)
addfriend_dz(uid=295297, domain=dom)
addfriend_dz(uid=295296, domain=dom)
addfriend_dz(uid=295295, domain=dom)
addfriend_dz(uid=295294, domain=dom)
addfriend_dz(uid=295293, domain=dom)
addfriend_dz(uid=295292, domain=dom)
addfriend_dz(uid=295291, domain=dom)
addfriend_dz(uid=295290, domain=dom)
addfriend_dz(uid=295289, domain=dom)
addfriend_dz(uid=295288, domain=dom)
addfriend_dz(uid=295287, domain=dom)
addfriend_dz(uid=295286, domain=dom)
addfriend_dz(uid=295285, domain=dom)
addfriend_dz(uid=295284, domain=dom)
addfriend_dz(uid=295283, domain=dom)
addfriend_dz(uid=295282, domain=dom)
addfriend_dz(uid=295281, domain=dom)
addfriend_dz(uid=295280, domain=dom)
addfriend_dz(uid=295279, domain=dom)
addfriend_dz(uid=295278, domain=dom)
addfriend_dz(uid=295277, domain=dom)
addfriend_dz(uid=295276, domain=dom)
addfriend_dz(uid=295275, domain=dom)
addfriend_dz(uid=295274, domain=dom)
addfriend_dz(uid=295273, domain=dom)
addfriend_dz(uid=295272, domain=dom)
addfriend_dz(uid=295271, domain=dom)
addfriend_dz(uid=295270, domain=dom)
addfriend_dz(uid=295269, domain=dom)
addfriend_dz(uid=295268, domain=dom)
addfriend_dz(uid=295267, domain=dom)
addfriend_dz(uid=295266, domain=dom)
addfriend_dz(uid=295265, domain=dom)
addfriend_dz(uid=295264, domain=dom)
addfriend_dz(uid=295263, domain=dom)
addfriend_dz(uid=295262, domain=dom)
addfriend_dz(uid=295261, domain=dom)
addfriend_dz(uid=295260, domain=dom)
addfriend_dz(uid=295259, domain=dom)
addfriend_dz(uid=295258, domain=dom)
addfriend_dz(uid=295257, domain=dom)
addfriend_dz(uid=295256, domain=dom)
addfriend_dz(uid=295255, domain=dom)
addfriend_dz(uid=295254, domain=dom)
addfriend_dz(uid=295253, domain=dom)
addfriend_dz(uid=295252, domain=dom)
addfriend_dz(uid=295251, domain=dom)
addfriend_dz(uid=295250, domain=dom)
addfriend_dz(uid=295249, domain=dom)
addfriend_dz(uid=295248, domain=dom)
addfriend_dz(uid=295247, domain=dom)
addfriend_dz(uid=295246, domain=dom)
addfriend_dz(uid=295245, domain=dom)
addfriend_dz(uid=295244, domain=dom)
addfriend_dz(uid=295243, domain=dom)
addfriend_dz(uid=295242, domain=dom)
addfriend_dz(uid=295241, domain=dom)
addfriend_dz(uid=295240, domain=dom)
addfriend_dz(uid=295239, domain=dom)
addfriend_dz(uid=295238, domain=dom)
addfriend_dz(uid=295237, domain=dom)
addfriend_dz(uid=295236, domain=dom)
addfriend_dz(uid=295235, domain=dom)
addfriend_dz(uid=295234, domain=dom)
addfriend_dz(uid=295233, domain=dom)
addfriend_dz(uid=295232, domain=dom)
addfriend_dz(uid=295231, domain=dom)
addfriend_dz(uid=295230, domain=dom)
addfriend_dz(uid=295229, domain=dom)
addfriend_dz(uid=295228, domain=dom)
addfriend_dz(uid=295227, domain=dom)
addfriend_dz(uid=295226, domain=dom)
addfriend_dz(uid=295225, domain=dom)
addfriend_dz(uid=295224, domain=dom)
addfriend_dz(uid=295223, domain=dom)
addfriend_dz(uid=295222, domain=dom)
addfriend_dz(uid=295221, domain=dom)
addfriend_dz(uid=295220, domain=dom)
addfriend_dz(uid=295219, domain=dom)
addfriend_dz(uid=295218, domain=dom)
addfriend_dz(uid=295217, domain=dom)
addfriend_dz(uid=295216, domain=dom)
addfriend_dz(uid=295215, domain=dom)
addfriend_dz(uid=295214, domain=dom)
addfriend_dz(uid=295213, domain=dom)
addfriend_dz(uid=295212, domain=dom)
addfriend_dz(uid=295211, domain=dom)
addfriend_dz(uid=295210, domain=dom)
addfriend_dz(uid=295209, domain=dom)
addfriend_dz(uid=295208, domain=dom)
addfriend_dz(uid=295207, domain=dom)
addfriend_dz(uid=295206, domain=dom)
addfriend_dz(uid=295205, domain=dom)
addfriend_dz(uid=295204, domain=dom)
addfriend_dz(uid=295203, domain=dom)
addfriend_dz(uid=295202, domain=dom)
addfriend_dz(uid=295201, domain=dom)
addfriend_dz(uid=295200, domain=dom)
addfriend_dz(uid=295199, domain=dom)
addfriend_dz(uid=295198, domain=dom)
addfriend_dz(uid=295197, domain=dom)
addfriend_dz(uid=295196, domain=dom)
addfriend_dz(uid=295195, domain=dom)
addfriend_dz(uid=295194, domain=dom)
addfriend_dz(uid=295193, domain=dom)
addfriend_dz(uid=295192, domain=dom)
addfriend_dz(uid=295191, domain=dom)
addfriend_dz(uid=295190, domain=dom)
addfriend_dz(uid=295189, domain=dom)
addfriend_dz(uid=295188, domain=dom)
addfriend_dz(uid=295187, domain=dom)
addfriend_dz(uid=295186, domain=dom)
addfriend_dz(uid=295185, domain=dom)
addfriend_dz(uid=295184, domain=dom)
addfriend_dz(uid=295183, domain=dom)
addfriend_dz(uid=295182, domain=dom)
addfriend_dz(uid=295181, domain=dom)
addfriend_dz(uid=295180, domain=dom)
addfriend_dz(uid=295179, domain=dom)
addfriend_dz(uid=295178, domain=dom)
addfriend_dz(uid=295177, domain=dom)
addfriend_dz(uid=295176, domain=dom)
addfriend_dz(uid=295175, domain=dom)
addfriend_dz(uid=295174, domain=dom)
addfriend_dz(uid=295173, domain=dom)
addfriend_dz(uid=295172, domain=dom)
addfriend_dz(uid=295171, domain=dom)
addfriend_dz(uid=295170, domain=dom)
addfriend_dz(uid=295169, domain=dom)
addfriend_dz(uid=295168, domain=dom)
addfriend_dz(uid=295167, domain=dom)
addfriend_dz(uid=295166, domain=dom)
addfriend_dz(uid=295165, domain=dom)
addfriend_dz(uid=295164, domain=dom)
addfriend_dz(uid=295163, domain=dom)
addfriend_dz(uid=295162, domain=dom)
addfriend_dz(uid=295161, domain=dom)
addfriend_dz(uid=295160, domain=dom)
addfriend_dz(uid=295159, domain=dom)
addfriend_dz(uid=295158, domain=dom)
addfriend_dz(uid=295157, domain=dom)
addfriend_dz(uid=295156, domain=dom)
addfriend_dz(uid=295155, domain=dom)
addfriend_dz(uid=295154, domain=dom)
addfriend_dz(uid=295153, domain=dom)
addfriend_dz(uid=295152, domain=dom)
addfriend_dz(uid=295151, domain=dom)
addfriend_dz(uid=295150, domain=dom)
addfriend_dz(uid=295149, domain=dom)
addfriend_dz(uid=295148, domain=dom)
addfriend_dz(uid=295147, domain=dom)
addfriend_dz(uid=295146, domain=dom)
addfriend_dz(uid=295145, domain=dom)
addfriend_dz(uid=295144, domain=dom)
addfriend_dz(uid=295143, domain=dom)
addfriend_dz(uid=295142, domain=dom)
addfriend_dz(uid=295141, domain=dom)
addfriend_dz(uid=295140, domain=dom)
addfriend_dz(uid=295139, domain=dom)
addfriend_dz(uid=295138, domain=dom)
addfriend_dz(uid=295137, domain=dom)
addfriend_dz(uid=295136, domain=dom)
addfriend_dz(uid=295135, domain=dom)
addfriend_dz(uid=295134, domain=dom)
addfriend_dz(uid=295133, domain=dom)
addfriend_dz(uid=295132, domain=dom)
addfriend_dz(uid=295131, domain=dom)
addfriend_dz(uid=295130, domain=dom)
addfriend_dz(uid=295129, domain=dom)
addfriend_dz(uid=295128, domain=dom)
addfriend_dz(uid=295127, domain=dom)
addfriend_dz(uid=295126, domain=dom)
addfriend_dz(uid=295125, domain=dom)
addfriend_dz(uid=295124, domain=dom)
addfriend_dz(uid=295123, domain=dom)
addfriend_dz(uid=295122, domain=dom)
addfriend_dz(uid=295121, domain=dom)
addfriend_dz(uid=295120, domain=dom)
addfriend_dz(uid=295119, domain=dom)
addfriend_dz(uid=295118, domain=dom)
addfriend_dz(uid=295117, domain=dom)
addfriend_dz(uid=295116, domain=dom)
addfriend_dz(uid=295115, domain=dom)
addfriend_dz(uid=295114, domain=dom)
addfriend_dz(uid=295113, domain=dom)
addfriend_dz(uid=295112, domain=dom)
addfriend_dz(uid=295111, domain=dom)
addfriend_dz(uid=295110, domain=dom)
addfriend_dz(uid=295109, domain=dom)
addfriend_dz(uid=295108, domain=dom)
addfriend_dz(uid=295107, domain=dom)
addfriend_dz(uid=295106, domain=dom)
addfriend_dz(uid=295105, domain=dom)
addfriend_dz(uid=295104, domain=dom)
addfriend_dz(uid=295103, domain=dom)
addfriend_dz(uid=295102, domain=dom)
addfriend_dz(uid=295101, domain=dom)
addfriend_dz(uid=295100, domain=dom)
addfriend_dz(uid=295099, domain=dom)
addfriend_dz(uid=295098, domain=dom)
addfriend_dz(uid=295097, domain=dom)
addfriend_dz(uid=295096, domain=dom)
addfriend_dz(uid=295095, domain=dom)
addfriend_dz(uid=295094, domain=dom)
addfriend_dz(uid=295093, domain=dom)
addfriend_dz(uid=295092, domain=dom)
addfriend_dz(uid=295091, domain=dom)
addfriend_dz(uid=295090, domain=dom)
addfriend_dz(uid=295089, domain=dom)
addfriend_dz(uid=295088, domain=dom)
addfriend_dz(uid=295087, domain=dom)
addfriend_dz(uid=295086, domain=dom)
addfriend_dz(uid=295085, domain=dom)
addfriend_dz(uid=295084, domain=dom)
addfriend_dz(uid=295083, domain=dom)
addfriend_dz(uid=295082, domain=dom)
addfriend_dz(uid=295081, domain=dom)
addfriend_dz(uid=295080, domain=dom)
addfriend_dz(uid=295079, domain=dom)
addfriend_dz(uid=295078, domain=dom)
addfriend_dz(uid=295077, domain=dom)
addfriend_dz(uid=295076, domain=dom)
addfriend_dz(uid=295075, domain=dom)
addfriend_dz(uid=295074, domain=dom)
addfriend_dz(uid=295073, domain=dom)
addfriend_dz(uid=295072, domain=dom)
addfriend_dz(uid=295071, domain=dom)
addfriend_dz(uid=295070, domain=dom)
addfriend_dz(uid=295069, domain=dom)
addfriend_dz(uid=295068, domain=dom)
addfriend_dz(uid=295067, domain=dom)
addfriend_dz(uid=295066, domain=dom)
addfriend_dz(uid=295065, domain=dom)
addfriend_dz(uid=295064, domain=dom)
addfriend_dz(uid=295063, domain=dom)
addfriend_dz(uid=295062, domain=dom)
addfriend_dz(uid=295061, domain=dom)
addfriend_dz(uid=295060, domain=dom)
addfriend_dz(uid=295059, domain=dom)
addfriend_dz(uid=295058, domain=dom)
addfriend_dz(uid=295057, domain=dom)
addfriend_dz(uid=295056, domain=dom)
addfriend_dz(uid=295055, domain=dom)
addfriend_dz(uid=295054, domain=dom)
addfriend_dz(uid=295053, domain=dom)
addfriend_dz(uid=295052, domain=dom)
addfriend_dz(uid=295051, domain=dom)
addfriend_dz(uid=295050, domain=dom)
addfriend_dz(uid=295049, domain=dom)
addfriend_dz(uid=295048, domain=dom)
addfriend_dz(uid=295047, domain=dom)
addfriend_dz(uid=295046, domain=dom)
addfriend_dz(uid=295045, domain=dom)
addfriend_dz(uid=295044, domain=dom)
addfriend_dz(uid=295043, domain=dom)
addfriend_dz(uid=295042, domain=dom)
addfriend_dz(uid=295041, domain=dom)
addfriend_dz(uid=295040, domain=dom)
addfriend_dz(uid=295039, domain=dom)
addfriend_dz(uid=295038, domain=dom)
addfriend_dz(uid=295037, domain=dom)
addfriend_dz(uid=295036, domain=dom)
addfriend_dz(uid=295035, domain=dom)
addfriend_dz(uid=295034, domain=dom)
addfriend_dz(uid=295033, domain=dom)
addfriend_dz(uid=295032, domain=dom)
addfriend_dz(uid=295031, domain=dom)
addfriend_dz(uid=295030, domain=dom)
addfriend_dz(uid=295029, domain=dom)
addfriend_dz(uid=295028, domain=dom)
addfriend_dz(uid=295027, domain=dom)
addfriend_dz(uid=295026, domain=dom)
addfriend_dz(uid=295025, domain=dom)
addfriend_dz(uid=295024, domain=dom)
addfriend_dz(uid=295023, domain=dom)
addfriend_dz(uid=295022, domain=dom)
addfriend_dz(uid=295021, domain=dom)
addfriend_dz(uid=295020, domain=dom)
addfriend_dz(uid=295019, domain=dom)
addfriend_dz(uid=295018, domain=dom)
addfriend_dz(uid=295017, domain=dom)
addfriend_dz(uid=295016, domain=dom)
addfriend_dz(uid=295015, domain=dom)
addfriend_dz(uid=295014, domain=dom)
addfriend_dz(uid=295013, domain=dom)
addfriend_dz(uid=295012, domain=dom)
addfriend_dz(uid=295011, domain=dom)
addfriend_dz(uid=295010, domain=dom)
addfriend_dz(uid=295009, domain=dom)
addfriend_dz(uid=295008, domain=dom)
addfriend_dz(uid=295007, domain=dom)
addfriend_dz(uid=295006, domain=dom)
addfriend_dz(uid=295005, domain=dom)
addfriend_dz(uid=295004, domain=dom)
addfriend_dz(uid=295003, domain=dom)
addfriend_dz(uid=295002, domain=dom)
addfriend_dz(uid=295001, domain=dom)
addfriend_dz(uid=295000, domain=dom)
addfriend_dz(uid=294999, domain=dom)
addfriend_dz(uid=294998, domain=dom)
addfriend_dz(uid=294997, domain=dom)
addfriend_dz(uid=294996, domain=dom)
addfriend_dz(uid=294995, domain=dom)
addfriend_dz(uid=294994, domain=dom)
addfriend_dz(uid=294993, domain=dom)
addfriend_dz(uid=294992, domain=dom)
addfriend_dz(uid=294991, domain=dom)
addfriend_dz(uid=294990, domain=dom)
addfriend_dz(uid=294989, domain=dom)
addfriend_dz(uid=294988, domain=dom)
addfriend_dz(uid=294987, domain=dom)
addfriend_dz(uid=294986, domain=dom)
addfriend_dz(uid=294985, domain=dom)
addfriend_dz(uid=294984, domain=dom)
addfriend_dz(uid=294983, domain=dom)
addfriend_dz(uid=294982, domain=dom)
addfriend_dz(uid=294981, domain=dom)
addfriend_dz(uid=294980, domain=dom)
addfriend_dz(uid=294979, domain=dom)
addfriend_dz(uid=294978, domain=dom)
addfriend_dz(uid=294977, domain=dom)
addfriend_dz(uid=294976, domain=dom)
addfriend_dz(uid=294975, domain=dom)
addfriend_dz(uid=294974, domain=dom)
addfriend_dz(uid=294973, domain=dom)
addfriend_dz(uid=294972, domain=dom)
addfriend_dz(uid=294971, domain=dom)
addfriend_dz(uid=294970, domain=dom)
addfriend_dz(uid=294969, domain=dom)
addfriend_dz(uid=294968, domain=dom)
addfriend_dz(uid=294967, domain=dom)
addfriend_dz(uid=294966, domain=dom)
addfriend_dz(uid=294965, domain=dom)
addfriend_dz(uid=294964, domain=dom)
addfriend_dz(uid=294963, domain=dom)
addfriend_dz(uid=294962, domain=dom)
addfriend_dz(uid=294961, domain=dom)
addfriend_dz(uid=294960, domain=dom)
addfriend_dz(uid=294959, domain=dom)
addfriend_dz(uid=294958, domain=dom)
addfriend_dz(uid=294957, domain=dom)
addfriend_dz(uid=294956, domain=dom)
addfriend_dz(uid=294955, domain=dom)
addfriend_dz(uid=294954, domain=dom)
addfriend_dz(uid=294953, domain=dom)
addfriend_dz(uid=294952, domain=dom)
addfriend_dz(uid=294951, domain=dom)
addfriend_dz(uid=294950, domain=dom)
addfriend_dz(uid=294949, domain=dom)
addfriend_dz(uid=294948, domain=dom)
addfriend_dz(uid=294947, domain=dom)
addfriend_dz(uid=294946, domain=dom)
addfriend_dz(uid=294945, domain=dom)
addfriend_dz(uid=294944, domain=dom)
addfriend_dz(uid=294943, domain=dom)
addfriend_dz(uid=294942, domain=dom)
addfriend_dz(uid=294941, domain=dom)
addfriend_dz(uid=294940, domain=dom)
addfriend_dz(uid=294939, domain=dom)
addfriend_dz(uid=294938, domain=dom)
addfriend_dz(uid=294937, domain=dom)
addfriend_dz(uid=294936, domain=dom)
addfriend_dz(uid=294935, domain=dom)
addfriend_dz(uid=294934, domain=dom)
addfriend_dz(uid=294933, domain=dom)
addfriend_dz(uid=294932, domain=dom)
addfriend_dz(uid=294931, domain=dom)
addfriend_dz(uid=294930, domain=dom)
addfriend_dz(uid=294929, domain=dom)
addfriend_dz(uid=294928, domain=dom)
addfriend_dz(uid=294927, domain=dom)
addfriend_dz(uid=294926, domain=dom)
addfriend_dz(uid=294925, domain=dom)
addfriend_dz(uid=294924, domain=dom)
addfriend_dz(uid=294923, domain=dom)
addfriend_dz(uid=294922, domain=dom)
addfriend_dz(uid=294921, domain=dom)
addfriend_dz(uid=294920, domain=dom)
addfriend_dz(uid=294919, domain=dom)
addfriend_dz(uid=294918, domain=dom)
addfriend_dz(uid=294917, domain=dom)
addfriend_dz(uid=294916, domain=dom)
addfriend_dz(uid=294915, domain=dom)
addfriend_dz(uid=294914, domain=dom)
addfriend_dz(uid=294913, domain=dom)
addfriend_dz(uid=294912, domain=dom)
addfriend_dz(uid=294911, domain=dom)
addfriend_dz(uid=294910, domain=dom)
addfriend_dz(uid=294909, domain=dom)
addfriend_dz(uid=294908, domain=dom)
addfriend_dz(uid=294907, domain=dom)
addfriend_dz(uid=294906, domain=dom)
addfriend_dz(uid=294905, domain=dom)
addfriend_dz(uid=294904, domain=dom)
addfriend_dz(uid=294903, domain=dom)
addfriend_dz(uid=294902, domain=dom)
addfriend_dz(uid=294901, domain=dom)
addfriend_dz(uid=294900, domain=dom)
addfriend_dz(uid=294899, domain=dom)
addfriend_dz(uid=294898, domain=dom)
addfriend_dz(uid=294897, domain=dom)
addfriend_dz(uid=294896, domain=dom)
addfriend_dz(uid=294895, domain=dom)
addfriend_dz(uid=294894, domain=dom)
addfriend_dz(uid=294893, domain=dom)
addfriend_dz(uid=294892, domain=dom)
addfriend_dz(uid=294891, domain=dom)
addfriend_dz(uid=294890, domain=dom)
addfriend_dz(uid=294889, domain=dom)
addfriend_dz(uid=294888, domain=dom)
addfriend_dz(uid=294887, domain=dom)
addfriend_dz(uid=294886, domain=dom)
addfriend_dz(uid=294885, domain=dom)
addfriend_dz(uid=294884, domain=dom)
addfriend_dz(uid=294883, domain=dom)
addfriend_dz(uid=294882, domain=dom)
addfriend_dz(uid=294881, domain=dom)
addfriend_dz(uid=294880, domain=dom)
addfriend_dz(uid=294879, domain=dom)
addfriend_dz(uid=294878, domain=dom)
addfriend_dz(uid=294877, domain=dom)
addfriend_dz(uid=294876, domain=dom)
addfriend_dz(uid=294875, domain=dom)
addfriend_dz(uid=294874, domain=dom)
addfriend_dz(uid=294873, domain=dom)
addfriend_dz(uid=294872, domain=dom)
addfriend_dz(uid=294871, domain=dom)
addfriend_dz(uid=294870, domain=dom)
addfriend_dz(uid=294869, domain=dom)
addfriend_dz(uid=294868, domain=dom)
addfriend_dz(uid=294867, domain=dom)
addfriend_dz(uid=294866, domain=dom)
addfriend_dz(uid=294865, domain=dom)
addfriend_dz(uid=294864, domain=dom)
addfriend_dz(uid=294863, domain=dom)
addfriend_dz(uid=294862, domain=dom)
addfriend_dz(uid=294861, domain=dom)
addfriend_dz(uid=294860, domain=dom)
addfriend_dz(uid=294859, domain=dom)
addfriend_dz(uid=294858, domain=dom)
addfriend_dz(uid=294857, domain=dom)
addfriend_dz(uid=294856, domain=dom)
addfriend_dz(uid=294855, domain=dom)
addfriend_dz(uid=294854, domain=dom)
addfriend_dz(uid=294853, domain=dom)
addfriend_dz(uid=294852, domain=dom)
addfriend_dz(uid=294851, domain=dom)
addfriend_dz(uid=294850, domain=dom)
addfriend_dz(uid=294849, domain=dom)
addfriend_dz(uid=294848, domain=dom)
addfriend_dz(uid=294847, domain=dom)
addfriend_dz(uid=294846, domain=dom)
addfriend_dz(uid=294845, domain=dom)
addfriend_dz(uid=294844, domain=dom)
addfriend_dz(uid=294843, domain=dom)
addfriend_dz(uid=294842, domain=dom)
addfriend_dz(uid=294841, domain=dom)
addfriend_dz(uid=294840, domain=dom)
addfriend_dz(uid=294839, domain=dom)
addfriend_dz(uid=294838, domain=dom)
addfriend_dz(uid=294837, domain=dom)
addfriend_dz(uid=294836, domain=dom)
addfriend_dz(uid=294835, domain=dom)
addfriend_dz(uid=294834, domain=dom)
addfriend_dz(uid=294833, domain=dom)
addfriend_dz(uid=294832, domain=dom)
addfriend_dz(uid=294831, domain=dom)
addfriend_dz(uid=294830, domain=dom)
addfriend_dz(uid=294829, domain=dom)
addfriend_dz(uid=294828, domain=dom)
addfriend_dz(uid=294827, domain=dom)
addfriend_dz(uid=294826, domain=dom)
addfriend_dz(uid=294825, domain=dom)
addfriend_dz(uid=294824, domain=dom)
addfriend_dz(uid=294823, domain=dom)
addfriend_dz(uid=294822, domain=dom)
addfriend_dz(uid=294821, domain=dom)
addfriend_dz(uid=294820, domain=dom)
addfriend_dz(uid=294819, domain=dom)
addfriend_dz(uid=294818, domain=dom)
addfriend_dz(uid=294817, domain=dom)
addfriend_dz(uid=294816, domain=dom)
addfriend_dz(uid=294815, domain=dom)
